date,retail,grocery,parks,transit,workplaces,residential,year,week
2021-05-24,-1.3735208692313934,0.003998065558956273,-4.445279833313797,2.3824255069499025,-17.161718727809177,4.770364417086833,2021,21
2021-05-31,4.154069341275913,6.933215222958642,22.117883366290098,12.29469251753081,-26.63656694134675,4.877272284316029,2021,22
2021-06-07,1.7709596261362068,4.505168764622472,11.363184659046762,9.114696942104342,-22.234570626823487,4.946695999933285,2021,23
2021-06-14,2.9089180949035076,6.155371628401416,24.111616101853517,12.681483836925889,-23.05386725419245,3.913545620415867,2021,24
2021-06-21,2.843176707336945,7.014311372329148,21.912177324978888,14.565409380837666,-24.69620091151166,3.6977235285408114,2021,25
2021-06-28,0.7229702514815558,3.5623837870472483,19.165183399367073,14.0722890737264,-24.117307288461426,3.9573714133565088,2021,26
2021-07-05,0.9608451843278611,7.457460832438478,21.90780997955449,14.626197091179543,-30.94156752245996,5.3791908175541705,2021,27
2021-07-12,-1.3903824802220182,3.6107496191000386,6.743546276614203,12.962202429037633,-25.014795767227646,5.532324125344813,2021,28
2021-07-19,1.3913065348300486,6.039497530178342,17.195173629705582,14.906833723886184,-24.29929227006904,4.3908314489066695,2021,29
2021-07-26,0.5711003015022779,6.144537399679661,16.895769392059083,14.91543803667233,-24.390437242337367,4.595479338811708,2021,30
2021-08-02,0.9407208488652022,7.134719419521722,10.377874084826678,14.20042043461743,-24.004978318337212,4.885492921049178,2021,31
2021-08-09,0.9886895939786144,7.538782893641524,10.91982228723376,11.777602795719728,-23.44251798176858,4.823751305022454,2021,32
2021-08-16,0.4831071643620412,7.804468094198765,4.060537346751635,8.277579324065869,-23.53322358911961,4.767291835950261,2021,33
2021-08-23,-2.0894130317124735,6.038452043248346,-2.520538156798525,5.491371403918788,-21.81175422093376,4.687132351313529,2021,34
2021-08-30,-3.328968557403383,5.212074696381291,-1.790726344721884,4.647321525592014,-20.87856452834911,4.856500467659544,2021,35
2021-09-06,0.34507181092353534,8.72773398867503,8.363119953332719,8.259257484284202,-27.879674594227392,6.0166758006617505,2021,36
2021-09-13,-2.9418396263720936,6.215638406675152,2.602375162297403,3.117902189678397,-18.481557711572634,4.36683247873533,2021,37
2021-09-20,-0.9149592086299992,4.058411692974569,5.801307134613505,3.145306795805485,-19.211848456618245,3.8481013934224073,2021,38
2021-09-27,-1.2522629868296786,4.0781395820053765,12.87486564745701,6.227645312617763,-16.38786099891961,3.123756372600274,2021,39
2021-10-04,-0.4765778835464539,4.317993706973299,2.704121106856669,5.418704427004497,-15.862864363421282,3.649063054426769,2021,40
2021-10-11,0.189053687600034,5.413114962691333,14.933440383310497,9.569906075545173,-17.41942281544001,3.1886447601578567,2021,41
2021-10-18,0.48023738191960325,4.310702397741069,7.596286796174252,8.440457535017291,-15.802211825311831,2.9953235486090106,2021,42
2021-10-25,0.788191209535204,4.261393909669706,10.379318083462,8.554318104230676,-14.955818075421805,2.591859883929172,2021,43
2021-11-01,2.3505939601373713,6.5822221443032864,8.837499844855973,7.168072849196014,-14.487006440679101,2.670098711283946,2021,44
2021-11-08,-0.25813150655356026,4.80227409897657,-2.82739261392416,7.350002817542794,-14.677149893199513,3.5094422126659803,2021,45
2021-11-15,1.5299332302858952,5.285597508123018,4.455708267293448,8.73449412030792,-14.974490141075707,3.26678303970539,2021,46
2021-11-22,2.3213737876817016,7.609998250191146,-0.7810622148246734,13.87666452628213,-15.468682888575094,3.4358074840900414,2021,47
2021-11-29,-6.917168745053044,6.672038215593533,-8.768134593581022,11.534822167049821,-36.96601000589494,8.460997416417564,2021,48
2021-12-06,1.8384379076592285,6.881705747955748,0.5750316405632024,7.670182694910032,-13.29124568369105,3.195015034425507,2021,49
2021-12-13,0.36426772013432346,5.536370740937067,-6.400850354669713,7.106391581708631,-11.222248135970487,3.0819483634932996,2021,50
2021-12-20,5.177812020207968,9.345248742421054,-10.394826007326007,15.196270662266093,-14.723335796630348,3.5433926472916064,2021,51
2021-12-27,-5.666058040109907,7.948788415324297,-2.7502645574039897,6.1075749537343995,-41.0539508491022,8.696949012066012,2021,52
2022-01-03,-7.846903686410579,2.6606601453279843,-9.402519878081105,1.315885396600527,-36.736934029251486,11.16083423335434,2022,1
2022-01-10,-11.243556139183541,-0.512300447258207,-23.436107122690974,0.3296368552815451,-17.704841179676727,8.34476300995475,2022,2
2022-01-17,-11.645000127643726,-2.2506493657137545,-14.293202048141426,1.0987126181116074,-21.467639099144318,8.275581186973593,2022,3
2022-01-24,-12.834619157724763,-4.660772297632095,-21.713989504741683,0.8005028717886412,-17.615637274829417,7.93198119091503,2022,4
2022-01-31,-8.357735521968428,-2.595168239514634,-11.786086787735044,4.0581385567493236,-14.029023957986613,5.669523687573866,2022,5
2022-02-07,-15.026220636272491,1.6069028417818743,-25.453571428571433,-5.362144867667012,-25.9231650365671,11.305178085085515,2022,6
