year,forecast,yhat_lower,yhat_upper,region,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020,31509000.0,,,West,-16.310793515358363,-4.371515679442509,-1.970373853750294,-11.244157135753357,-26.792761827739582,7.997183098591549
2020,31509000.0,,,West,-23.25241837968561,-3.666413566185776,6.169264868858515,-26.485082538240192,-28.87906239383988,10.112015318334132
2020,31509000.0,,,West,-13.3495844313805,-2.714794754846066,23.21262458471761,-18.38340807174888,-27.415185429010315,9.048098082364035
2020,31509000.0,,,West,-39.24610591900312,-23.78164556962025,-46.45074812967581,-59.75253164556962,-32.62665824384081,12.0234375
2020,31509000.0,,,West,-2.795276988636364,7.095389897008338,71.15352981494173,5.590373961218837,-21.44710478861952,4.979596568513795
2020,31509000.0,,,West,-5.823156225218081,6.106824925816023,53.93887704335466,-2.8813021040095275,-21.567305268464835,5.492748368382886
2020,31509000.0,,,West,-10.200066357000663,3.8995250274022655,-11.175962815405049,-4.14125932062966,-25.52303079858272,7.8153526970954355
2020,31509000.0,,,West,-17.27023773698465,1.2416062088746416,0.6046373365041617,-9.89508254926327,-27.65717455621302,9.669444444444444
2020,31509000.0,,,West,-8.05685773961476,2.105457025920873,46.50412186379928,-10.060238907849827,-25.19512437810945,7.091013329511251
2020,31509000.0,,,West,-5.733666250520183,6.46277001270648,61.53037974683544,-8.606183476938671,-24.854115611935995,7.102197802197802
2020,31509000.0,,,West,-12.004393955631764,1.9457064403394908,47.17267794446218,-15.533073346332683,-27.590702741964773,7.803923914343821
2020,31509000.0,,,West,-4.856627842484747,7.597560975609756,43.75392670157069,9.040119985001876,-20.471475637246403,5.217005076142132
2021,31168000.0,,,West,13.313385107354955,11.008398656215006,59.79800498753117,4.574420344053852,-19.63770447841244,4.971484759095379
2021,31168000.0,,,West,-3.958992276572269,1.082623839009288,-3.5089268196978614,6.254215851602024,-22.573570432357045,4.926523637744446
2021,31168000.0,,,West,-9.95296926910299,-1.5646352215120125,7.840659681319362,-26.003181066293426,-25.874866206091276,6.672260835169803
2021,31168000.0,,,West,-3.3162452978742016,1.004120070629782,14.609005795809184,-13.29187465335552,-23.288770053475936,5.385061242344707
2021,31168000.0,,,West,-22.64328767123288,-12.755068493150684,-27.820821917808217,-31.85041095890411,-28.0613698630137,7.711232876712328
2021,31168000.0,,,West,8.462288686605982,12.251310344827589,73.82587601078167,10.88560885608856,-15.673421732966393,2.4841028918357564
2021,31168000.0,,,West,10.787621982537235,17.748203900102634,58.32619718309859,21.72021241287753,-16.24223082557288,2.89871944121071
2021,31168000.0,,,West,1.1475274725274724,4.089683286296645,-7.650948509485095,15.852019630049076,-20.375526438933083,4.512578616352202
2021,31168000.0,,,West,-9.287131230925738,0.6318877916129956,1.1427868045297882,1.3231177250626198,-24.49917201407576,5.804629902683574
2021,31168000.0,,,West,3.5384320122828905,7.21540112051496,50.62986161689731,-4.95075219982969,-21.97340962638842,4.793273444347064
2021,31168000.0,,,West,4.701651376146789,2.622817801819523,47.575962187711006,-7.236146632566069,-20.31993743231861,4.353163361661945
2021,31168000.0,,,West,-0.6087709700948213,5.212034067027983,48.99565732333202,-5.946704796568309,-23.373970473970477,5.019269293141276
